"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US55071","Manitowoc County, Wisconsin","35254","1122","3.1","1.3","1.9","1.0","7.5","2.5","6.7","2.2","13.1","2.8","21.2","3.5","14.5","2.6","19.4","2.1","7.8","1.4","4.9","1.4","68461","6083","86148","4063","31.9","(X)","(X)","(X)","(X)","(X)","22094","1550","2.5","2.1","1.3","0.9","3.4","2.3","6.7","3.1","9.3","2.8","18.2","3.6","15.9","3.3","24.6","3.3","10.9","2.1","7.2","2.1","90246","6791","101496","6293","(X)","(X)","32.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","100091","6248","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13160","1626","6.6","3.4","4.1","2.7","14.7","5.6","8.6","3.1","20.1","6.0","21.6","6.0","12.5","4.5","9.2","3.1","1.7","1.4","0.9","1.1","46743","3559","55341","4802","(X)","(X)","(X)","(X)","30.6","(X)",
"0500000US55073","Marathon County, Wisconsin","58649","1357","3.2","1.0","2.0","0.7","5.5","1.2","6.6","1.5","11.1","1.8","19.2","2.6","18.1","2.6","17.2","2.2","9.9","2.2","7.2","1.5","78721","3956","95779","4623","30.4","(X)","(X)","(X)","(X)","(X)","36482","1684","0.7","0.4","0.8","0.5","1.3","0.6","3.0","1.1","7.6","1.9","19.1","3.5","20.7","3.6","23.5","3.0","12.9","2.9","10.4","2.2","98211","3244","116896","5253","(X)","(X)","32.4","(X)","(X)","(X)","30546","1568","0.6","0.4","0.6","0.5","1.4","0.8","2.0","0.8","6.4","1.9","17.7","3.7","18.4","3.6","26.0","3.4","14.8","3.3","12.1","2.5","103792","6257","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22167","1523","7.5","2.6","3.9","1.8","12.4","2.9","12.8","3.2","18.5","3.7","21.7","4.7","11.4","3.4","6.0","2.3","4.1","3.0","1.7","1.1","45881","5377","57784","5711","(X)","(X)","(X)","(X)","26.6","(X)",
"0500000US55079","Milwaukee County, Wisconsin","396211","3406","6.5","0.9","4.2","0.6","7.3","0.8","7.4","0.6","12.3","1.0","18.1","1.1","13.3","1.2","16.3","1.0","7.0","0.6","7.7","0.6","66215","2144","89940","2444","37.4","(X)","(X)","(X)","(X)","(X)","206749","5487","4.0","1.0","2.2","0.7","5.4","0.9","6.4","1.1","9.8","1.3","16.2","1.5","14.7","1.3","19.9","1.4","9.8","0.8","11.3","0.9","84756","3330","110702","3909","(X)","(X)","40.1","(X)","(X)","(X)","124129","4825","1.3","0.5","1.3","0.7","3.0","0.9","2.3","0.7","5.7","1.1","12.8","1.4","16.0","1.6","26.1","1.8","14.2","1.2","17.4","1.6","112577","4404","142360","5878","(X)","(X)","(X)","(X)","(X)","(X)","189462","5100","9.8","1.5","6.7","1.0","10.1","1.5","9.8","1.1","15.2","1.6","20.1","1.6","10.7","1.6","10.7","1.3","3.4","0.7","3.5","0.9","47997","2197","63365","2723","(X)","(X)","(X)","(X)","33.3","(X)",
"0500000US55087","Outagamie County, Wisconsin","80078","892","3.2","1.0","2.3","0.9","5.0","1.3","5.9","1.1","10.5","1.8","18.0","2.0","13.5","1.6","22.6","2.3","9.0","1.4","9.9","1.7","81883","3313","106148","5757","30.0","(X)","(X)","(X)","(X)","(X)","51083","1918","1.4","0.8","1.1","0.8","2.0","0.9","2.3","1.2","8.1","2.1","15.5","2.4","15.5","2.4","28.4","3.1","11.8","2.1","14.0","2.4","104212","3894","127500","7899","(X)","(X)","28.6","(X)","(X)","(X)","40178","2084","0.4","0.4","0.6","0.5","1.5","0.8","2.6","1.4","5.5","1.5","13.3","2.1","14.3","2.7","31.9","3.6","13.4","2.3","16.4","2.6","113677","5124","N","N","(X)","(X)","(X)","(X)","(X)","(X)","28995","1951","6.5","2.1","5.2","2.2","10.7","3.2","12.6","2.8","15.2","3.0","22.9","3.5","9.9","2.5","12.3","2.9","2.1","1.3","2.5","2.0","49749","3758","64856","9437","(X)","(X)","(X)","(X)","31.3","(X)",
"0500000US55089","Ozaukee County, Wisconsin","39300","633","4.5","2.1","1.3","0.9","5.0","1.9","4.9","1.6","9.1","2.0","13.5","2.7","11.9","3.1","17.3","2.6","12.0","2.6","20.5","2.8","99621","8955","146429","12026","27.3","(X)","(X)","(X)","(X)","(X)","25474","1788","3.1","2.4","0.2","0.4","2.6","1.8","2.4","1.5","6.3","2.1","9.5","2.5","11.5","3.3","21.0","3.5","15.1","3.7","28.4","4.0","133523","11591","184519","17284","(X)","(X)","26.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","144875","10559","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13826","1668","7.0","3.6","3.4","2.4","9.4","4.5","9.5","4.1","15.6","4.9","21.2","5.8","12.8","5.2","9.4","4.2","6.2","3.3","5.5","4.2","53116","4641","73531","11524","(X)","(X)","(X)","(X)","28.2","(X)",
"0500000US55097","Portage County, Wisconsin","29529","1036","4.5","1.7","3.1","1.7","5.3","1.8","5.4","2.0","9.8","2.4","23.1","3.4","14.3","3.2","19.5","3.2","6.8","1.5","8.1","2.2","72996","5115","92147","5086","25.5","(X)","(X)","(X)","(X)","(X)","17171","1149","3.8","2.6","0.6","0.6","1.7","1.2","3.6","2.0","7.3","2.2","18.3","3.6","13.6","3.4","28.2","5.0","10.1","2.5","12.8","3.4","100820","8759","115932","6225","(X)","(X)","26.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","111508","3523","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12358","1154","6.4","3.3","6.6","3.8","10.3","3.9","9.8","4.8","13.8","4.7","27.6","6.3","15.3","5.9","6.4","3.1","2.3","2.0","1.5","1.4","52028","6941","57278","5977","(X)","(X)","(X)","(X)","24.2","(X)",
"0500000US55101","Racine County, Wisconsin","83022","1415","4.1","1.2","2.4","0.9","6.5","1.6","7.3","1.7","13.1","2.5","15.7","2.4","13.9","2.1","16.5","2.1","9.9","1.7","10.7","1.8","77830","6527","97507","4325","32.9","(X)","(X)","(X)","(X)","(X)","52093","2664","3.0","1.8","1.5","1.0","4.1","2.1","4.3","1.8","10.1","2.8","14.1","2.5","13.7","2.9","20.4","2.9","13.8","2.4","15.0","2.5","98918","7373","116151","6338","(X)","(X)","35.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","119121","5995","N","N","(X)","(X)","(X)","(X)","(X)","(X)","30929","2496","7.3","2.5","4.9","2.1","11.9","3.2","12.7","3.7","19.4","4.2","18.6","4.2","10.1","2.9","9.1","2.5","2.8","1.8","3.2","2.4","45262","3213","59958","5500","(X)","(X)","(X)","(X)","27.3","(X)",
"0500000US55105","Rock County, Wisconsin","68089","1194","4.4","1.4","3.1","1.6","6.2","1.5","8.1","1.9","13.7","2.2","16.9","2.0","15.1","2.2","16.9","2.4","9.4","1.7","6.2","1.1","70556","7025","89873","4111","33.0","(X)","(X)","(X)","(X)","(X)","42397","1988","1.8","0.9","1.5","1.1","3.3","1.6","6.2","2.2","10.4","2.5","16.8","2.6","17.8","3.1","21.5","3.1","12.1","2.5","8.6","1.9","89581","4703","105027","5891","(X)","(X)","35.5","(X)","(X)","(X)","32815","2117","1.2","0.7","0.5","0.4","2.9","2.1","3.6","1.6","8.0","2.4","14.7","2.6","19.9","3.7","24.0","3.4","14.3","2.8","11.2","2.4","99471","3688","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25692","2032","9.1","3.5","6.6","3.7","11.5","3.0","11.3","3.1","21.2","4.3","18.1","3.5","10.5","3.4","6.9","2.5","2.9","1.4","1.9","1.0","43319","5665","59082","7764","(X)","(X)","(X)","(X)","28.1","(X)",
"0500000US55109","St. Croix County, Wisconsin","38166","933","3.2","1.5","2.4","1.3","4.2","1.6","5.5","1.9","9.3","2.2","11.5","2.8","15.3","3.3","20.2","2.9","13.3","2.3","15.2","2.1","97229","5360","119055","6740","26.9","(X)","(X)","(X)","(X)","(X)","27128","1409","1.8","1.2","1.7","1.6","2.1","1.4","2.8","1.5","7.4","2.8","10.1","3.0","16.5","4.2","21.9","3.4","15.7","3.3","19.9","2.8","113029","12783","137468","9510","(X)","(X)","26.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","128771","9104","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11038","1295","8.9","4.4","4.0","2.4","9.3","4.4","12.7","5.5","12.1","4.1","16.5","6.5","14.3","4.4","13.6","5.1","6.1","2.9","2.6","1.8","59712","17307","67855","7444","(X)","(X)","(X)","(X)","25.6","(X)",
"0500000US55111","Sauk County, Wisconsin","28528","912","2.8","1.0","4.0","1.5","6.9","1.8","5.6","1.9","10.4","2.2","18.9","2.4","14.2","2.3","19.9","2.5","9.3","2.0","8.0","1.6","76642","4325","95586","5504","33.8","(X)","(X)","(X)","(X)","(X)","17941","1080","1.5","1.0","1.5","1.1","2.1","1.6","3.6","1.5","7.8","2.4","20.3","3.5","14.9","3.2","23.6","3.1","12.7","2.7","12.0","2.5","97814","5448","117042","8054","(X)","(X)","35.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","108571","5815","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10587","952","5.7","2.4","8.8","4.0","14.7","3.9","10.7","4.1","15.6","4.5","17.8","4.4","12.0","3.6","10.4","3.6","3.1","2.0","1.2","1.1","44516","5371","55584","4816","(X)","(X)","(X)","(X)","29.6","(X)",
"0500000US55117","Sheboygan County, Wisconsin","50118","1389","4.7","1.8","3.0","1.1","4.8","1.4","7.4","2.1","13.8","2.7","18.0","2.5","13.7","2.0","20.3","2.6","8.8","1.7","5.5","1.4","71992","6242","90451","5407","28.1","(X)","(X)","(X)","(X)","(X)","30135","1863","3.2","1.8","0.9","0.7","1.7","1.4","4.4","1.8","10.1","3.1","15.3","2.5","16.0","2.7","27.3","3.4","13.0","2.7","8.2","2.1","97850","5655","110072","6174","(X)","(X)","29.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","103587","3709","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19983","1772","6.9","3.3","6.1","2.5","9.6","2.7","12.0","4.2","20.4","5.2","22.4","5.2","10.8","3.1","9.2","2.7","1.8","1.0","0.6","0.6","46081","2768","57879","8060","(X)","(X)","(X)","(X)","25.8","(X)",
"0500000US55127","Walworth County, Wisconsin","45483","1405","5.6","1.8","1.4","0.8","4.6","1.7","6.5","2.0","10.5","2.0","15.3","2.4","13.7","2.2","21.1","2.9","9.1","1.9","12.2","1.8","82147","4926","115702","8601","33.5","(X)","(X)","(X)","(X)","(X)","28296","1729","1.4","1.1","0.6","0.5","2.8","1.8","3.1","2.0","5.6","1.7","14.3","3.2","13.8","2.7","28.4","3.8","12.5","2.6","17.5","2.8","112706","8615","144827","11650","(X)","(X)","33.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","121324","4935","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17187","1601","12.5","4.3","2.7","1.9","8.6","4.0","14.8","5.0","18.7","3.8","17.5","3.9","12.0","2.8","7.0","3.4","3.2","1.7","2.9","1.7","43122","5012","63150","9839","(X)","(X)","(X)","(X)","32.1","(X)",
"0500000US55131","Washington County, Wisconsin","57517","938","4.9","2.1","2.5","1.0","4.1","1.2","3.8","1.3","9.9","2.2","17.7","2.3","12.2","1.9","21.4","2.8","13.2","2.2","10.1","2.0","86189","6109","106499","5841","29.6","(X)","(X)","(X)","(X)","(X)","38381","1617","2.1","1.4","0.7","0.7","2.1","1.1","1.9","0.9","7.9","2.5","15.3","2.7","13.9","2.4","25.7","3.2","17.3","3.2","13.3","2.9","110493","8323","123096","5862","(X)","(X)","28.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","121921","6709","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19136","1464","11.5","5.0","5.9","2.7","8.3","2.7","8.7","3.5","14.5","4.1","25.4","4.5","8.7","3.0","11.0","4.0","3.2","2.1","2.8","2.0","50819","5450","65838","12650","(X)","(X)","(X)","(X)","29.0","(X)",
"0500000US55133","Waukesha County, Wisconsin","170197","2144","2.3","0.6","2.2","0.7","4.4","1.1","4.1","0.8","8.7","1.0","13.3","1.0","13.3","1.2","21.4","1.4","12.5","1.1","17.9","1.4","103032","3162","132155","3242","28.2","(X)","(X)","(X)","(X)","(X)","113457","2973","0.9","0.5","0.9","0.4","2.2","0.9","1.5","0.8","5.5","1.1","10.3","1.2","12.8","1.4","25.2","2.0","16.6","1.6","24.0","2.0","126892","3997","159132","4373","(X)","(X)","29.4","(X)","(X)","(X)","95323","2808","0.6","0.4","0.4","0.3","0.9","0.5","0.6","0.4","3.9","0.9","9.5","1.4","12.1","1.4","26.2","2.2","18.5","1.9","27.2","2.4","139650","5646","172515","5448","(X)","(X)","(X)","(X)","(X)","(X)","56740","3016","5.5","1.4","4.9","1.8","9.1","2.3","9.4","1.7","15.6","2.3","19.4","2.4","14.7","2.2","13.7","2.3","3.2","0.9","4.5","1.3","54039","4125","74277","5497","(X)","(X)","(X)","(X)","24.6","(X)",
"0500000US55139","Winnebago County, Wisconsin","74123","985","4.5","1.2","1.9","0.7","6.5","1.3","7.4","1.3","12.7","1.8","19.1","2.3","14.1","2.1","20.3","2.1","6.8","1.4","6.8","1.3","71146","3718","90038","3651","29.6","(X)","(X)","(X)","(X)","(X)","40605","1915","1.0","0.8","0.8","0.7","4.1","1.5","4.0","1.7","8.4","2.2","17.1","2.9","17.7","3.4","27.1","3.6","9.9","2.2","9.8","1.9","95310","4650","112097","5075","(X)","(X)","31.7","(X)","(X)","(X)","31147","1979","0.7","0.9","0.0","0.1","1.9","1.2","2.8","1.3","6.6","2.4","15.4","3.0","17.5","3.6","30.9","4.1","11.5","2.4","12.5","2.4","105887","4660","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33518","1916","8.9","2.6","3.3","1.2","9.4","2.4","11.7","2.6","18.9","3.4","22.4","3.8","9.9","2.6","10.9","3.1","2.2","1.0","2.4","1.6","46809","5995","59863","5287","(X)","(X)","(X)","(X)","26.9","(X)",
"0500000US55141","Wood County, Wisconsin","33541","652","6.5","2.3","3.9","1.9","5.6","1.7","8.2","2.5","12.5","2.7","19.5","3.1","13.1","2.2","21.4","3.5","4.9","1.5","4.4","1.4","64400","8015","80038","4181","27.7","(X)","(X)","(X)","(X)","(X)","19493","1238","1.9","1.3","2.5","2.2","2.6","1.4","5.3","2.0","9.6","3.0","19.1","3.5","15.5","3.0","30.2","4.5","8.1","2.7","5.2","1.5","89827","8545","97411","4908","(X)","(X)","29.9","(X)","(X)","(X)","14532","1138","0.5","0.4","0.4","0.5","1.8","1.3","2.2","1.2","8.3","2.8","19.0","4.2","17.0","4.0","34.2","5.2","9.7","3.1","6.9","2.1","102039","7420","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14048","1329","13.7","5.1","5.9","3.2","9.9","3.3","14.1","5.1","16.8","4.9","19.6","5.0","8.7","3.5","9.5","3.9","0.8","0.7","0.9","1.0","41417","3439","49356","5288","(X)","(X)","(X)","(X)","21.9","(X)",
"0500000US56021","Laramie County, Wyoming","45419","940","4.5","1.7","1.1","0.8","5.9","2.3","7.1","2.1","11.2","3.1","15.7","2.9","15.6","3.3","21.1","3.5","10.0","2.8","7.9","2.2","83258","6017","95435","5402","34.9","(X)","(X)","(X)","(X)","(X)","28587","1820","3.9","1.9","0.0","0.1","3.4","1.9","5.2","2.3","7.4","2.7","13.3","3.3","17.3","4.3","26.9","5.1","10.6","3.3","11.9","3.6","98990","7085","112860","8022","(X)","(X)","36.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","104741","6775","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16832","1777","5.6","2.7","2.8","2.0","12.3","5.6","9.3","4.9","18.5","6.2","20.3","5.7","12.1","5.0","10.6","3.6","7.5","3.7","1.1","1.2","51012","6507","62430","6926","(X)","(X)","(X)","(X)","29.4","(X)",
"0500000US56025","Natrona County, Wyoming","35575","1012","3.7","1.7","0.6","0.6","8.9","2.7","9.9","3.7","12.5","3.0","16.3","3.5","12.8","3.2","17.4","3.4","10.0","2.3","8.0","2.6","71381","7775","94857","8172","36.4","(X)","(X)","(X)","(X)","(X)","21186","1561","3.1","2.4","1.3","1.1","4.3","2.5","6.3","3.5","8.1","2.6","13.8","4.1","14.8","4.1","24.3","5.1","13.9","3.4","10.1","3.4","94356","10882","114397","9560","(X)","(X)","39.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","116447","8484","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14389","1645","6.1","3.1","0.5","0.7","15.0","5.5","16.6","6.2","19.7","6.1","17.1","5.2","9.2","4.2","8.9","3.8","2.2","2.8","4.6","3.6","45733","5404","62084","10731","(X)","(X)","(X)","(X)","28.7","(X)",
"0500000US72013","Arecibo Municipio, Puerto Rico","34226","1850","21.3","3.9","11.6","3.1","20.9","4.6","12.8","3.5","12.7","3.3","11.7","3.3","3.5","1.9","3.7","1.9","1.2","1.1","0.7","0.8","22309","2828","33580","3808","29.0","(X)","(X)","(X)","(X)","(X)","21209","2013","16.6","4.9","6.0","2.8","17.7","5.0","15.9","4.7","15.9","5.2","14.2","4.8","5.1","3.0","5.5","2.9","2.0","1.8","1.1","1.3","29495","4780","41683","5380","(X)","(X)","31.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","43448","9586","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13017","1896","28.9","6.1","22.4","6.0","27.2","7.5","8.2","4.1","8.1","3.6","3.6","3.0","0.7","1.2","0.8","1.4","0.0","2.1","0.0","2.1","14651","1891","18528","2386","(X)","(X)","(X)","(X)","24.7","(X)",
"0500000US72021","Bayamón Municipio, Puerto Rico","74027","2124","16.4","2.2","8.9","1.7","16.9","2.3","10.8","1.8","15.1","2.0","13.7","2.0","7.7","1.4","6.3","1.5","2.6","0.9","1.7","0.6","32481","2719","46498","2560","50.7","(X)","(X)","(X)","(X)","(X)","45410","2393","9.9","2.2","7.4","2.1","15.0","3.0","10.7","2.3","16.9","2.6","16.4","2.6","9.3","1.8","8.7","2.2","3.3","1.4","2.4","1.0","41026","2782","55099","3449","(X)","(X)","55.6","(X)","(X)","(X)","23937","2228","3.2","1.6","4.8","2.3","14.0","3.9","11.3","3.1","16.4","4.2","18.2","3.8","11.8","3.0","12.4","3.4","4.7","2.2","3.1","1.6","50484","7370","N","N","(X)","(X)","(X)","(X)","(X)","(X)","28617","2141","27.4","3.9","12.4","3.0","22.0","3.9","9.8","2.7","13.2","3.3","7.9","2.6","3.4","1.9","2.5","1.6","0.8","0.8","0.5","0.7","18369","2283","30074","3752","(X)","(X)","(X)","(X)","41.3","(X)",
"0500000US72025","Caguas Municipio, Puerto Rico","43487","2060","16.9","2.8","8.1","2.6","16.2","3.3","10.3","3.1","13.0","3.4","14.8","3.0","10.0","2.6","7.2","2.2","2.3","1.4","1.2","1.3","33859","3416","46508","4231","53.3","(X)","(X)","(X)","(X)","(X)","27721","2514","13.8","4.0","4.7","2.7","14.8","4.0","11.6","3.8","14.0","3.4","15.9","4.3","12.1","3.6","9.0","3.2","3.3","2.2","0.7","1.1","39442","4385","51986","5675","(X)","(X)","56.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","64532","9307","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15766","2516","23.9","5.7","14.9","4.8","17.6","6.3","8.5","4.4","12.7","6.4","14.1","4.6","3.9","3.4","4.5","3.6","0.0","1.7","0.0","1.7","20807","3134","30646","5059","(X)","(X)","(X)","(X)","46.7","(X)",
"0500000US72031","Carolina Municipio, Puerto Rico","62211","2327","11.6","2.4","9.5","2.3","16.6","2.8","11.4","2.2","11.6","2.4","17.4","3.2","10.6","2.3","8.8","2.2","1.0","0.7","1.6","0.8","35868","3800","52718","4382","43.1","(X)","(X)","(X)","(X)","(X)","38686","2527","9.7","3.0","5.0","2.0","15.6","4.3","11.7","2.8","13.6","2.9","20.0","3.8","11.0","2.6","9.9","2.8","1.6","1.2","1.9","1.0","43433","7090","60359","6727","(X)","(X)","49.3","(X)","(X)","(X)","19302","1912","3.1","1.8","3.2","1.9","12.1","4.7","13.6","4.1","15.0","4.4","15.6","4.8","15.4","5.2","15.8","4.7","2.6","2.0","3.5","2.2","57558","12343","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23525","2350","17.3","4.5","18.4","5.2","19.2","3.9","12.0","4.1","7.8","3.2","9.6","3.9","8.5","2.8","6.2","3.3","0.0","1.2","1.0","1.1","22464","3375","36136","4982","(X)","(X)","(X)","(X)","30.2","(X)",
"0500000US72061","Guaynabo Municipio, Puerto Rico","35502","1512","12.4","2.8","5.8","2.4","11.8","2.5","11.3","2.6","11.0","2.9","12.4","3.2","8.1","2.4","12.8","3.0","7.0","2.5","7.3","2.2","44659","4841","85745","10837","32.3","(X)","(X)","(X)","(X)","(X)","20380","1599","6.5","2.9","3.6","2.1","9.6","3.3","10.7","3.2","12.1","3.7","13.5","4.0","8.7","3.2","13.6","4.0","11.1","4.1","10.7","3.2","65642","11116","109962","16761","(X)","(X)","34.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","81463","12839","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15122","1610","21.6","5.3","9.3","4.9","16.7","5.1","9.8","3.9","10.0","3.9","10.4","4.3","7.9","3.9","10.5","4.3","1.6","1.6","2.3","2.1","27089","6773","50791","11879","(X)","(X)","(X)","(X)","28.8","(X)",
"0500000US72097","Mayagüez Municipio, Puerto Rico","27436","1837","33.2","5.0","12.5","3.2","18.4","3.9","9.0","3.1","10.6","2.9","7.9","2.7","3.3","1.8","3.7","1.9","1.2","1.0","0.2","0.3","16803","2658","27875","3136","34.5","(X)","(X)","(X)","(X)","(X)","14534","1638","24.1","6.3","10.4","4.6","18.7","5.5","11.0","4.4","12.4","3.9","10.5","4.0","6.2","3.5","4.5","2.8","1.9","1.8","0.3","0.6","22810","5162","35275","4895","(X)","(X)","40.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","35689","12621","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12902","1664","43.4","6.8","14.8","4.6","18.1","5.0","7.7","4.2","9.6","4.6","4.0","2.9","1.1","1.5","0.9","1.6","0.4","0.7","0.0","2.1","11944","2071","18269","2831","(X)","(X)","(X)","(X)","26.2","(X)",
"0500000US72113","Ponce Municipio, Puerto Rico","56424","1696","27.0","2.5","11.2","1.9","15.8","2.1","13.9","2.3","11.3","2.1","11.6","2.3","4.5","1.5","3.5","1.3","0.8","0.6","0.5","0.4","22210","2563","32225","2554","26.0","(X)","(X)","(X)","(X)","(X)","35576","2077","17.6","3.6","8.2","2.3","17.9","3.4","15.8","3.4","12.7","2.8","15.7","3.1","5.5","2.2","5.0","2.1","0.8","0.7","0.9","0.6","28618","2690","39018","3713","(X)","(X)","30.3","(X)","(X)","(X)","16732","1864","3.9","2.0","7.0","3.4","17.1","4.7","19.0","4.7","13.1","3.8","19.6","4.4","8.6","3.6","8.4","3.7","1.6","1.5","1.8","1.2","40995","10475","52462","5006","(X)","(X)","(X)","(X)","(X)","(X)","20848","1793","44.6","4.3","17.2","4.0","13.3","3.3","10.5","3.0","6.6","3.1","3.8","2.1","2.7","1.8","1.3","1.2","0.0","1.3","0.0","1.3","11425","1168","18632","2527","(X)","(X)","(X)","(X)","17.0","(X)",
"0500000US72127","San Juan Municipio, Puerto Rico","146279","4422","19.0","1.7","8.8","1.2","16.0","1.8","11.5","1.5","12.2","1.4","12.3","1.6","7.4","1.3","6.2","1.2","3.3","0.9","3.1","0.8","30447","1951","53686","4350","40.0","(X)","(X)","(X)","(X)","(X)","75211","4255","14.4","2.3","6.8","1.7","13.0","2.1","11.6","2.2","14.7","2.3","14.6","2.2","7.8","1.7","7.7","1.5","4.6","1.4","5.0","1.4","39351","3091","67652","7627","(X)","(X)","45.1","(X)","(X)","(X)","35707","2988","3.6","1.9","3.6","1.6","9.6","2.6","9.1","3.3","17.3","3.5","16.5","3.1","12.0","2.8","11.0","2.4","7.6","2.2","9.7","2.9","57334","7212","102435","14504","(X)","(X)","(X)","(X)","(X)","(X)","71068","4179","24.8","2.5","11.2","2.1","19.5","3.1","11.7","2.2","10.1","2.1","9.0","1.7","6.4","1.9","4.3","1.5","1.8","1.1","1.1","0.7","22054","1492","37243","4072","(X)","(X)","(X)","(X)","33.8","(X)",
